USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
root           157     2          0      0 0                   0 S [tcpc_timer_type_c_port0]
root           158     2          0      0 0                   0 S [irq/90-usbid_evt]
root           159     2          0      0 0                   0 S [irq/35-type_c_port0-IRQ]
root           160     2          0      0 0                   0 S [charger_thread]
root           161     2          0      0 0                   0 S [mtk_bat_irq_thread]
root           162     2          0      0 0                   0 S [fgauge gct]
root           163     2          0      0 0                   0 S [fgauge]
root           166     2          0      0 0                   0 S [battery_manager_thread]
root           167     2          0      0 0                   0 S [power_misc_thread]
root           168     2          0      0 0                   0 S [attach_thread]
root           169     2          0      0 0                   0 S [pe50_algo_task]
root           170     2          0      0 0                   0 S [tcpc_event_type_c_port0]
root           171     2          0      0 0                   0 I [kworker/R-extco]
root           172     2          0      0 0                   0 S [cmdq_irq_thread]
root           173     2          0      0 0                   0 I [kworker/R-cmdq_]
root           174     2          0      0 0                   0 I [kworker/R-cmdq_]
root           175     2          0      0 0                   0 I [kworker/R-cmdq_]
root           176     2          0      0 0                   0 I [kworker/R-cmdq_]
root           177     2          0      0 0                   0 I [kworker/R-cmdq_]
root           178     2          0      0 0                   0 D [cmdq_buffer_usage]
root           179     2          0      0 0                   0 I [kworker/R-regul]
root           183     2          0      0 0                   0 S [jbd2/sdc14-8]
root           184     2          0      0 0                   0 I [kworker/R-ext4-]
root           185     2          0      0 0                   0 I [kworker/R-kdmfl]
root           186     2          0      0 0                   0 I [kworker/R-kdmfl]
root           187     2          0      0 0                   0 I [kworker/R-kdmfl]
root           188     2          0      0 0                   0 I [kworker/R-kdmfl]
root           189     2          0      0 0                   0 I [kworker/R-kdmfl]
root           190     2          0      0 0                   0 I [kworker/R-kdmfl]
root           191     2          0      0 0                   0 I [kworker/R-kdmfl]
root           192     2          0      0 0                   0 I [kworker/R-kdmfl]
root           193     2          0      0 0                   0 I [kworker/R-kdmfl]
root           194     2          0      0 0                   0 I [kworker/R-kdmfl]
root           195     2          0      0 0                   0 I [kworker/R-kdmfl]
root           196     2          0      0 0                   0 I [kworker/R-kdmfl]
root           197     2          0      0 0                   0 I [kworker/R-kdmfl]
root           198     2          0      0 0                   0 I [kworker/R-kdmfl]
root           199     2          0      0 0                   0 I [kworker/R-kdmfl]
root           200     2          0      0 0                   0 I [kworker/R-kdmfl]
root           201     2          0      0 0                   0 I [kworker/R-kdmfl]
root           202     2          0      0 0                   0 I [kworker/R-kveri]
root           203     2          0      0 0                   0 I [kworker/R-kdmfl]
root           204     2          0      0 0                   0 I [kworker/R-kveri]
root           206     2          0      0 0                   0 I [kworker/R-kdmfl]
root           207     2          0      0 0                   0 I [kworker/R-kveri]
root           208     2          0      0 0                   0 I [kworker/R-kdmfl]
root           209     2          0      0 0                   0 I [kworker/R-kveri]
root           210     2          0      0 0                   0 I [kworker/R-kdmfl]
root           211     2          0      0 0                   0 I [kworker/R-kveri]
root           212     2          0      0 0                   0 I [kworker/R-kdmfl]
root           213     2          0      0 0                   0 I [kworker/R-kveri]
root           215     2          0      0 0                   0 I [kworker/R-kdmfl]
root           216     2          0      0 0                   0 I [kworker/R-kveri]
root           218     2          0      0 0                   0 I [kworker/R-kdmfl]
root           219     2          0      0 0                   0 I [kworker/R-kveri]
root           226     1   11020420   3848 0                   0 S init
root           227     1   10941764   4648 0                   0 S ueventd
root           240     2          0      0 0                   0 I [kworker/R-kdmfl]
root           241     2          0      0 0                   0 I [kworker/R-kdmfl]
root           242     2          0      0 0                   0 I [kworker/R-kdmfl]
root           243     2          0      0 0                   0 I [kworker/R-kdmfl]
root           245     2          0      0 0                   0 I [kworker/R-kdmfl]
root           246     2          0      0 0                   0 I [kworker/R-kdmfl]
root           247     2          0      0 0                   0 I [kworker/R-kdmfl]
root           248     2          0      0 0                   0 I [kworker/R-kdmfl]
root           249     2          0      0 0                   0 I [kworker/R-kdmfl]
root           251     2          0      0 0                   0 I [kworker/R-kdmfl]
root           254     2          0      0 0                   0 I [kworker/R-kdmfl]
root           256     2          0      0 0                   0 I [kworker/R-kdmfl]
root           257     2          0      0 0                   0 I [kworker/R-kdmfl]
root           258     2          0      0 0                   0 I [kworker/R-kdmfl]
root           259     2          0      0 0                   0 I [kworker/R-kdmfl]
root           263     2          0      0 0                   0 I [kworker/R-kdmfl]
root           264     2          0      0 0                   0 I [kworker/R-kdmfl]
root           269     2          0      0 0                   0 I [kworker/R-kdmfl]
root           274     2          0      0 0                   0 I [kworker/R-kdmfl]
root           277     2          0      0 0                   0 I [kworker/R-kdmfl]
root           278     2          0      0 0                   0 I [kworker/R-kdmfl]
root           282     2          0      0 0                   0 I [kworker/R-ext4-]
root           283     2          0      0 0                   0 I [kworker/R-ext4-]
root           284     2          0      0 0                   0 I [kworker/R-ext4-]
prng_seeder    288     1   10870008   3568 0                   0 S prng_seeder
root           302     2          0      0 0                   0 S [krfcommd]
root           309     2          0      0 0                   0 S [irq/322-amms_irq]
root           310     2          0      0 0                   0 I [kworker/R-cmdq_]
root           311     2          0      0 0                   0 I [kworker/R-cmdq_]
root           312     2          0      0 0                   0 I [kworker/R-cmdq_]
root           313     2          0      0 0                   0 S [id0_trusty_n/0]
root           314     2          0      0 0                   0 S [id0_trusty_n/1]
root           315     2          0      0 0                   0 S [id0_trusty_n/2]
root           316     2          0      0 0                   0 S [id0_trusty_n/3]
root           317     2          0      0 0                   0 S [id0_trusty_n/4]
root           318     2          0      0 0                   0 S [id0_trusty_n/5]
root           319     2          0      0 0                   0 S [id0_trusty_n/6]
root           320     2          0      0 0                   0 S [id0_trusty_n/7]
root           321     2          0      0 0                   0 S [trusty_poll_task]
root           322     2          0      0 0                   0 S [disp_feature:0]
root           323     2          0      0 0                   0 S [id0_trusty_k/0]
root           324     2          0      0 0                   0 S [id0_trusty_k/1]
root           325     2          0      0 0                   0 S [id0_trusty_k/2]
root           326     2          0      0 0                   0 S [id0_trusty_c/0]
root           327     2          0      0 0                   0 S [card0-crtc0]
root           328     2          0      0 0                   0 S [card0-crtc1]
root           329     2          0      0 0                   0 S [card0-crtc2]
root           330     2          0      0 0                   0 S [card0-crtc3]
root           331     2          0      0 0                   0 I [kworker/R-cmdq_]
root           332     2          0      0 0                   0 I [kworker/R-cmdq_]
root           333     2          0      0 0                   0 I [kworker/R-cmdq_]
root           334     2          0      0 0                   0 I [kworker/R-cmdq_]
root           335     2          0      0 0                   0 S [mtk_drm_disp_idlemgr-0]
root           336     2          0      0 0                   0 S [dis_ki-0]
root           337     2          0      0 0                   0 S [enable_vblank]
root           338     2          0      0 0                   0 S [mtk_drm_cwb]
root           339     2          0      0 0                   0 S [irq/43-esd_err_irq]
root           340     2          0      0 0                   0 S [err_flag_chk]
root           341     2          0      0 0                   0 S [mtk_drm_fake_vsync:0]
root           342     2          0      0 0                   0 S [decouple_update_rdma_cfg]
root           343     2          0      0 0                   0 S [ddp_trig]
root           344     2          0      0 0                   0 S [ddp_trig_d]
root           345     2          0      0 0                   0 S [ddp_cmdq_trig]
root           346     2          0      0 0                   0 S [pf_release_thread]
root           347     2          0      0 0                   0 S [sf_pf_release_thread]
root           348     2          0      0 0                   0 S [signal_fence]
root           349     2          0      0 0                   0 S [mode_switch]
root           350     2          0      0 0                   0 S [smi_info_dump_thread]
root           351     2          0      0 0                   0 I [kworker/R-cmdq_]
root           352     2          0      0 0                   0 S [pf_release_thread]
root           353     2          0      0 0                   0 S [sf_pf_release_thread]
root           354     2          0      0 0                   0 S [signal_fence]
root           355     2          0      0 0                   0 S [mode_switch]
root           356     2          0      0 0                   0 S [smi_info_dump_thread]
root           357     2          0      0 0                   0 I [kworker/R-cmdq_]
root           358     2          0      0 0                   0 S [pf_release_thread]
root           359     2          0      0 0                   0 S [sf_pf_release_thread]
root           360     2          0      0 0                   0 S [signal_fence]
root           361     2          0      0 0                   0 S [mode_switch]
root           362     2          0      0 0                   0 S [smi_info_dump_thread]
root           363     2          0      0 0                   0 S [mtk_drm_bind]
root           364     2          0      0 0                   0 I [kworker/R-pure_]
root           365     2          0      0 0                   0 I [kworker/R-aal_r]
root           366     2          0      0 0                   0 S [aal_sof_0]
root           368     2          0      0 0                   0 I [kworker/R-cmdq_]
root           369     2          0      0 0                   0 I [kworker/R-tmem_]
root           370     2          0      0 0                   0 I [kworker/R-tmem_]
root           371     2          0      0 0                   0 I [kworker/R-tmem_]
root           372     2          0      0 0                   0 I [kworker/R-tmem_]
root           373     2          0      0 0                   0 I [kworker/R-tmem_]
root           374     2          0      0 0                   0 I [kworker/R-tmem_]
root           375     2          0      0 0                   0 I [kworker/R-tmem_]
root           376     2          0      0 0                   0 I [kworker/R-tmem_]
root           377     2          0      0 0                   0 S [btif_rxd]
root           378     2          0      0 0                   0 S [pt_notify_thread]
root           379     2          0      0 0                   0 S [conn-md-thread]
root           380     2          0      0 0                   0 S [dlpt_notify_thread]
root           381     2          0      0 0                   0 I [kworker/R-cmdq_]
root           382     2          0      0 0                   0 I [kworker/R-cmdq_]
root           383     2          0      0 0                   0 I [kworker/R-task_]
root           384     2          0      0 0                   0 I [kworker/R-cmdq_]
root           385     2          0      0 0                   0 I [kworker/R-cmdq_]
root           386     2          0      0 0                   0 I [kworker/R-cmdq_]
root           387     2          0      0 0                   0 I [kworker/R-cmdq_]
root           388     2          0      0 0                   0 I [kworker/R-cmdq_]
root           389     2          0      0 0                   0 I [kworker/R-cmdq_]
root           390     2          0      0 0                   0 I [kworker/R-cmdq_]
root           391     2          0      0 0                   0 I [kworker/R-cmdq_]
root           392     2          0      0 0                   0 I [kworker/R-cmdq_]
root           393     2          0      0 0                   0 I [kworker/R-cmdq_]
root           394     2          0      0 0                   0 I [kworker/R-cmdq_]
root           395     2          0      0 0                   0 I [kworker/R-cmdq_]
root           396     2          0      0 0                   0 I [kworker/R-cmdq_]
root           397     2          0      0 0                   0 I [kworker/R-cmdq_]
root           398     2          0      0 0                   0 I [kworker/R-cmdq_]
root           399     2          0      0 0                   0 I [kworker/R-cmdq_]
root           400     2          0      0 0                   0 I [kworker/R-cmdq_]
root           401     2          0      0 0                   0 I [kworker/R-cmdq_]
root           402     2          0      0 0                   0 I [kworker/R-cmdq_]
root           403     2          0      0 0                   0 I [kworker/R-cmdq_]
root           404     2          0      0 0                   0 I [kworker/R-cmdq_]
root           405     2          0      0 0                   0 I [kworker/R-cmdq_]
root           406     2          0      0 0                   0 I [kworker/R-cmdq_]
root           407     2          0      0 0                   0 I [kworker/R-cmdq_]
root           408     2          0      0 0                   0 I [kworker/R-cmdq_]
root           409     2          0      0 0                   0 I [kworker/R-cmdq_]
root           410     2          0      0 0                   0 I [kworker/R-cmdq_]
root           411     2          0      0 0                   0 I [kworker/R-ccmni]
root           412     2          0      0 0                   0 I [kworker/R-cmdq_]
root           413     2          0      0 0                   0 I [kworker/R-cmdq_]
root           414     2          0      0 0                   0 I [kworker/R-cmdq_]
root           415     2          0      0 0                   0 I [kworker/R-ccmni]
root           416     2          0      0 0                   0 I [kworker/R-cmdq_]
root           417     2          0      0 0                   0 I [kworker/R-ccmni]
root           418     2          0      0 0                   0 I [kworker/R-ccmni]
root           419     2          0      0 0                   0 I [kworker/R-ccmni]
root           420     2          0      0 0                   0 I [kworker/R-ccmni]
root           421     2          0      0 0                   0 I [kworker/R-ccmni]
root           422     2          0      0 0                   0 I [kworker/R-ccmni]
root           423     2          0      0 0                   0 I [kworker/R-ccmni]
root           424     2          0      0 0                   0 I [kworker/R-ccmni]
root           425     2          0      0 0                   0 I [kworker/R-ccmni]
root           426     2          0      0 0                   0 I [kworker/R-ccmni]
root           427     2          0      0 0                   0 I [kworker/R-ccmni]
root           428     2          0      0 0                   0 I [kworker/R-ccmni]
root           429     2          0      0 0                   0 I [kworker/R-ccmni]
root           430     2          0      0 0                   0 I [kworker/R-ccmni]
root           431     2          0      0 0                   0 I [kworker/R-ccmni]
root           432     2          0      0 0                   0 I [kworker/R-ccmni]
root           433     2          0      0 0                   0 I [kworker/R-ccmni]
root           434     2          0      0 0                   0 I [kworker/R-ccmni]
root           435     2          0      0 0                   0 I [kworker/R-ccmni]
root           436     2          0      0 0                   0 I [kworker/R-pool_]
root           437     2          0      0 0                   0 S [ccci_fsm]
root           438     2          0      0 0                   0 D [ccci_poll]
root           439     2          0      0 0                   0 S [ccci_rpc_k]
root           440     2          0      0 0                   0 S [ccci_udc]
root           441     2          0      0 0                   0 S [ccci_ipc_3]
root           442     2          0      0 0                   0 S [ccci_ipc_6]
root           443     2          0      0 0                   0 S [ccci_ipc_7]
root           444     2          0      0 0                   0 S [ccci_ipc_8]
root           445     2          0      0 0                   0 S [ccci_sys]
root           446     2          0      0 0                   0 S [ccci_ctrl]
root           447     2          0      0 0                   0 S [ccci_spd]
root           448     2          0      0 0                   0 I [kworker/R-SCP_W]
root           449     2          0      0 0                   0 I [kworker/R-SCP_L]
root           450     2          0      0 0                   0 I [kworker/R-SCP_R]
root           451     2          0      0 0                   0 I [kworker/R-SCP_T]
root           452     2          0      0 0                   0 I [kworker/R-mcupm]
root           453     2          0      0 0                   0 I [kworker/R-SSPM_]
root           454     2          0      0 0                   0 I [kworker/R-sspm_]
root           455     2          0      0 0                   0 S [hf_manager]
root           456     2          0      0 0                   0 I [kworker/R-ipi_m]
root           457     2          0      0 0                   0 D [chre_kthread]
root           458     2          0      0 0                   0 D [scp_power_reset]
root           459     2          0      0 0                   0 S [cpuhp-ppm]
root           460     2          0      0 0                   0 S [krtatm]
root           461     2          0      0 0                   0 I [kworker/R-bcct_]
root           463     2          0      0 0                   0 S [qos_ipi_recv]
root           464     2          0      0 0                   0 S [irq/355-ccu]
root           465     2          0      0 0                   0 S [ccu-enque]
logd           466     1   10944860   7428 0                   0 S logd
lmkd           467     1   10936368   6492 0                   0 S lmkd
system         468     1   10868980   4212 0                   0 S servicemanager
system         469     1   10855920   3836 0                   0 S hwservicemanager
system         470     1   10867448   4076 0                   0 S vndservicemanager
root           471     2          0      0 0                   0 I [kworker/R-RSC-C]
root           472     2          0      0 0                   0 I [kworker/R-cmdq_]
root           473     2          0      0 0                   0 I [kworker/R-task_]
root           474     2          0      0 0                   0 I [kworker/R-cmdq_]
root           475     2          0      0 0                   0 I [kworker/R-task_]
root           476     2          0      0 0                   0 I [kworker/R-cmdq_]
root           477     2          0      0 0                   0 S [bp_notify_thread]
root           482     2          0      0 0                   0 S [ipi_cpu_dvfs_rtask]
root           483     2          0      0 0                   0 S [psimon]
root           491     2          0      0 0                   0 S [pause_drain_rqs]
root           492     2          0      0 0                   0 I [kworker/R-lt_wq]
root           494     2          0      0 0                   0 S [kfps]
root           495     2          0      0 0                   0 I [kworker/R-mt_fs]
root           496     2          0      0 0                   0 I [kworker/R-compo]
root           497     2          0      0 0                   0 I [kworker/R-fbt_c]
root           498     2          0      0 0                   0 I [kworker/R-mt_mi]
root           499     2          0      0 0                   0 I [kworker/R-fpt_c]
root           500     2          0      0 0                   0 I [kworker/R-fpt_c]
root           501     2          0      0 0                   0 S [core_ctl_v3/0]
root           502     2          0      0 0                   0 S [core_ctl_v3/6]
root           503     2          0      0 0                   0 I [kworker/R-mt_us]
root           504     2          0      0 0                   0 S [touch_boost]
root           505     2          0      0 0                   0 I [kworker/R-sipa_]
root           506     2          0      0 0                   0 I [kworker/R-delay]
root           507     2          0      0 0                   0 I [kworker/R-accde]
root           508     2          0      0 0                   0 I [kworker/R-dismi]
root           509     2          0      0 0                   0 I [kworker/R-accde]
root           512     1   10909992   5608 0                   0 S vold
root           516     2          0      0 0                   0 I [kworker/R-cmdq_]
root           517     2          0      0 0                   0 I [kworker/R-task_]
root           518     2          0      0 0                   0 I [kworker/R-cmdq_]
root           519     2          0      0 0                   0 I [kworker/R-cmdq_]
root           520     2          0      0 0                   0 I [kworker/R-MSS-C]
root           521     2          0      0 0                   0 I [kworker/R-MSF-C]
root           522     2          0      0 0                   0 I [kworker/R-cmdq_]
root           523     2          0      0 0                   0 I [kworker/R-cmdq_]
root           524     2          0      0 0                   0 I [kworker/R-DPE-C]
root           525     2          0      0 0                   0 S [mddp_rx]
root           526     2          0      0 0                   0 I [kworker/R-cfg80]
root           528     2          0      0 0                   0 I [kworker/R-kdmfl]
root           536     2          0      0 0                   0 I [kworker/R-ged_n]
root           537     2          0      0 0                   0 I [kworker/R-ged_k]
root           538     2          0      0 0                   0 I [kworker/R-ged_f]
root           539     2          0      0 0                   0 I [kworker/R-free_]
root           540     2          0      0 0                   0 I [kworker/R-kbase]
root           541     2          0      0 0                   0 S [jbd2/sdc18-8]
root           542     2          0      0 0                   0 I [kworker/R-ext4-]
root           543     2          0      0 0                   0 I [kworker/R-cpu_f]
root           544     2          0      0 0                   0 I [kworker/R-cpu_c]
root           545     2          0      0 0                   0 I [kworker/R-dram_]
root           546     2          0      0 0                   0 I [kworker/R-vcore]
root           547     2          0      0 0                   0 I [kworker/R-usb_a]
root           552     2          0      0 0                   0 I [kworker/R-uethe]
root           553     2          0      0 0                   0 I [kworker/R-uethe]
root           554     2          0      0 0                   0 I [kworker/R-uethe]
root           563     2          0      0 0                   0 S [jbd2/sdc19-8]
root           564     2          0      0 0                   0 I [kworker/R-ext4-]
root           568     2          0      0 0                   0 I [kworker/R-cmdq_]
root           569     2          0      0 0                   0 I [kworker/R-cmdq_]
root           570     2          0      0 0                   0 I [kworker/R-cmdq_]
root           571     2          0      0 0                   0 I [kworker/R-task_]
root           572     2          0      0 0                   0 I [kworker/R-cmdq_]
root           573     2          0      0 0                   0 I [kworker/R-mtk-v]
root           574     2          0      0 0                   0 I [kworker/R-vdec_]
root           575     2          0      0 0                   0 I [kworker/R-vdec_]
root           576     2          0      0 0                   0 I [kworker/R-mtk-v]
root           577     2          0      0 0                   0 S [jbd2/sdc7-8]
root           578     2          0      0 0                   0 I [kworker/R-ext4-]
root           582     2          0      0 0                   0 S [jbd2/sdc6-8]
root           583     2          0      0 0                   0 I [kworker/R-ext4-]
root           587     2          0      0 0                   0 S [jbd2/sdc15-8]
root           588     2          0      0 0                   0 I [kworker/R-ext4-]
root           590     2          0      0 0                   0 S [jbd2/sdc57-8]
root           591     2          0      0 0                   0 I [kworker/R-ext4-]
system         592     1   10867836   3188 0                   0 S tee-supplicant
root           595     1      16676    872 0                   0 S aee_aed
root           596     1   10946248   4672 0                   0 S aee_aed64
root           597     1      15796    512 0                   0 S aee_aedv
root           598     1   10959232   3840 0                   0 S aee_aedv64
root           600     1   11057544   4852 0                   0 S hypsys_system
system         603     1   10857544   3620 0                   0 S wmt_launcher
system         605     1   10987804   5592 0                   0 S android.system.suspend-service
keystore       606     1   11180272  10040 0                   0 S keystore2
root           610     1   10819788   5368 0                   0 S android.hardware.boot-service.mtk
system         612     1   10863440   5748 0                   0 S android.hardware.security.keymint@3.0-service.mitee
root           640     2          0      0 0                   0 S [soc_decimal_task]
root           642     2          0      0 0                   0 I [kworker/R-fts_w]
root           645     2          0      0 0                   0 S [irq/40-fts_ts]
root           649     2          0      0 0                   0 S [f2fs_ckpt-254:64]
root           650     2          0      0 0                   0 S [f2fs_discard-254:64]
root           651     2          0      0 0                   0 S [f2fs_gc-254:64]
tombstoned     656     1   10851344   2816 0                   0 S tombstoned
root           704     2          0      0 0                   0 I [kworker/R-ext4-]
root           705     2          0      0 0                   0 I [kworker/R-ext4-]
root           707     2          0      0 0                   0 I [kworker/R-kveri]
root           708     2          0      0 0                   0 I [kworker/R-ext4-]
root           709     2          0      0 0                   0 I [kworker/R-ext4-]
root           710     2          0      0 0                   0 I [kworker/R-ext4-]
root           711     2          0      0 0                   0 I [kworker/R-ext4-]
root           712     2          0      0 0                   0 I [kworker/R-ext4-]
root           713     2          0      0 0                   0 I [kworker/R-ext4-]
root           714     2          0      0 0                   0 I [kworker/R-ext4-]
root           715     2          0      0 0                   0 I [kworker/R-ext4-]
root           716     2          0      0 0                   0 I [kworker/R-ext4-]
root           717     2          0      0 0                   0 I [kworker/R-ext4-]
root           718     2          0      0 0                   0 I [kworker/R-kveri]
root           719     2          0      0 0                   0 I [kworker/R-ext4-]
root           720     2          0      0 0                   0 I [kworker/R-ext4-]
root           721     2          0      0 0                   0 I [kworker/R-ext4-]
root           722     2          0      0 0                   0 I [kworker/R-ext4-]
root           723     2          0      0 0                   0 I [kworker/R-ext4-]
root           724     2          0      0 0                   0 I [kworker/R-ext4-]
root           725     2          0      0 0                   0 I [kworker/R-ext4-]
root           726     2          0      0 0                   0 I [kworker/R-kveri]
root           727     2          0      0 0                   0 I [kworker/R-ext4-]
root           728     2          0      0 0                   0 I [kworker/R-kveri]
root           729     2          0      0 0                   0 I [kworker/R-ext4-]
root           730     2          0      0 0                   0 I [kworker/R-kveri]
root           731     2          0      0 0                   0 I [kworker/R-ext4-]
root           732     2          0      0 0                   0 I [kworker/R-ext4-]
root           733     2          0      0 0                   0 I [kworker/R-kveri]
root           734     2          0      0 0                   0 I [kworker/R-kveri]
root           735     2          0      0 0                   0 I [kworker/R-kveri]
root           736     2          0      0 0                   0 I [kworker/R-kveri]
root           737     2          0      0 0                   0 I [kworker/R-ext4-]
root           739     2          0      0 0                   0 I [kworker/R-ext4-]
root           740     2          0      0 0                   0 I [kworker/R-ext4-]
root           741     2          0      0 0                   0 I [kworker/R-kveri]
root           742     2          0      0 0                   0 I [kworker/R-ext4-]
root           743     2          0      0 0                   0 I [kworker/R-ext4-]
root           744     2          0      0 0                   0 I [kworker/R-kveri]
root           746     2          0      0 0                   0 I [kworker/R-kveri]
